Date,Open,High,Low,Close,Adj Close,Volume
2012-11-30,117.959999,119.440002,117.690002,117.790001,110.134125,4264300
2012-12-03,118.419998,119.639999,118.070000,118.400002,110.704475,3613900
2012-12-04,118.120003,118.389999,116.199997,116.580002,109.002777,3591600
2012-12-05,117.019997,117.900002,116.000000,117.129997,109.517029,3283000
2012-12-06,117.220001,117.480003,116.199997,117.199997,109.582474,2330900
2012-12-07,117.769997,118.000000,116.139999,116.570000,108.993408,3960500
2012-12-10,116.610001,117.169998,115.620003,117.010002,109.404816,3331900
2012-12-11,117.559998,119.800003,117.040001,118.860001,111.134583,5696500
2012-12-12,119.290001,119.980003,118.080002,118.089996,110.414627,5372400
2012-12-13,117.809998,119.160004,117.589996,118.500000,110.797981,3329100
2012-12-14,118.449997,120.070000,118.300003,119.360001,111.602081,3717200
2012-12-17,120.190002,123.489998,120.029999,123.489998,115.463654,5476700
2012-12-18,124.820000,128.000000,124.489998,127.769997,119.465454,8040300
2012-12-19,128.669998,129.300003,126.809998,127.250000,118.979256,5525400
2012-12-20,127.349998,129.720001,126.620003,129.720001,121.288734,4402500
2012-12-21,126.629997,128.949997,125.629997,128.440002,120.091919,6393300
2012-12-24,127.870003,128.500000,127.400002,127.540001,119.250412,1359300
2012-12-26,128.160004,129.300003,127.110001,127.160004,118.895119,2210100
2012-12-27,127.550003,128.300003,124.570000,126.669998,118.436951,3263500
2012-12-28,125.730003,126.620003,125.339996,125.519997,117.361725,1859200
2012-12-31,125.419998,127.680000,124.790001,127.559998,119.269104,3623000
2013-01-02,131.300003,131.660004,129.619995,131.660004,123.102661,4449000
2013-01-03,131.699997,131.779999,130.070007,130.940002,122.429459,4584600
2013-01-04,130.929993,134.639999,130.320007,134.509995,125.767357,5234600
2013-01-07,134.119995,134.509995,132.880005,134.259995,125.533638,3556900
2013-01-08,133.710007,133.949997,132.699997,133.050003,124.402275,2760200
2013-01-09,133.399994,134.429993,133.270004,134.320007,125.589729,3666500
2013-01-10,135.070007,138.149994,134.130005,137.369995,128.441528,5960700
2013-01-11,137.020004,137.169998,136.130005,137.130005,128.217117,3211700
2013-01-14,137.190002,137.320007,135.660004,136.130005,127.282104,2855800
2013-01-15,135.550003,137.259995,135.119995,135.589996,126.777191,4322800
2013-01-16,138.940002,141.580002,137.899994,141.089996,131.919693,10650800
2013-01-17,140.889999,141.949997,139.619995,141.009995,131.844971,6596000
2013-01-18,141.350006,144.809998,141.240005,144.449997,135.061295,7349000
2013-01-22,144.009995,146.279999,143.339996,145.949997,136.463837,5158400
2013-01-23,145.779999,145.940002,144.809998,145.559998,136.099167,3948700
2013-01-24,145.000000,146.740005,144.059998,144.960007,135.538177,4638200
2013-01-25,144.179993,145.270004,143.300003,144.460007,135.070663,4639400
2013-01-28,144.429993,145.250000,143.690002,144.149994,134.780838,3045600
2013-01-29,144.100006,147.500000,143.839996,147.100006,137.539093,4519800
2013-01-30,146.809998,147.419998,145.910004,147.149994,137.585846,4083100
2013-01-31,146.259995,148.000000,146.259995,147.860001,138.249664,3680900
2013-02-01,148.509995,150.399994,147.759995,149.899994,140.157089,4563800
2013-02-04,148.250000,148.949997,146.619995,147.520004,137.931808,4679400
2013-02-05,148.350006,150.750000,148.179993,150.449997,140.671371,4219200
2013-02-06,149.750000,151.139999,149.169998,151.119995,141.297806,3940600
2013-02-07,150.759995,152.500000,149.000000,150.259995,140.493683,4890800
2013-02-08,150.779999,151.970001,150.350006,151.600006,141.746597,3612300
2013-02-11,151.419998,152.869995,150.960007,152.240005,142.345001,3751400
2013-02-12,152.479996,154.320007,151.789993,154.110001,144.093445,4309000
2013-02-13,154.110001,154.850006,153.279999,154.520004,144.476837,4369100
2013-02-14,153.839996,156.720001,153.619995,155.929993,145.795197,5035800
2013-02-15,156.399994,156.539993,154.080002,154.990005,144.916321,4254400
2013-02-19,155.690002,159.000000,155.250000,158.649994,148.338364,5103400
2013-02-20,158.220001,158.500000,154.559998,155.179993,145.093918,5029700
2013-02-21,153.720001,153.949997,149.800003,150.880005,141.073380,8318000
2013-02-22,152.369995,154.130005,152.050003,154.089996,144.074783,4772700
2013-02-25,155.190002,155.690002,147.600006,147.649994,138.053329,6294200
2013-02-26,148.110001,149.460007,146.710007,148.000000,138.850784,5686600
2013-02-27,147.869995,152.050003,147.759995,151.649994,142.275146,4695000
2013-02-28,151.350006,152.399994,149.759995,149.759995,140.502014,4956000
2013-03-01,148.119995,151.699997,147.220001,150.529999,141.224396,4538400
2013-03-04,150.009995,152.470001,149.710007,152.179993,142.772385,3209200
